キャリア,機種名,ニックネーム,メーカー（ロゴ）,メーカー（社名）,発売日,通信方式,プロセッサ,RAM,ROM,質量[g],画面サイズ（インチ）,ディスプレイ種別,画面解像度（縦×横）,液晶最大表示色数,ハードウェアキー,テザリング,赤外線,GPS,電子コンパス,非接触充電（ワイヤレス給電/おくだけ充電）,ワンセグ,マルチメディア放送（モバキャス）,3D,防水,データ更新日,,,,,,,,,,,,
docomo,F-01K,arrows NX,FUJITSU,富士通,2017/12/8,FOMA HIGHSPEED,SDM660 2.2GHz（Quad Core）＋1.8Ghz（Quad Core）,4GB,32GB,154,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/12/11,,,,,,,,,,,,
docomo,F-02E,ARROWS X,FUJITSU,富士通,2013/2/22,FOMA HIGHSPEED,NVIDIA Tegra 3 1.7GHz,2GB,32GB,157,5,Super LCD3,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2013/8/7,,,,,,,,,,,,
docomo,F-02G,ARROWS NX,FUJITSU,富士通,2014/11/19,FOMA HIGHSPEED,Qualcomm MSM8974AB 2.3GHz（Quad Core）,3GB,32GB,166,5.2,TFT液晶,2560×1440,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2014/11/26,,,,,,,,,,,,
docomo,F-02H,arrows NX,FUJITSU,富士通,2015/12/4,FOMA HIGHSPEED,Qualcomm MSM8992 1.8GHz（Dual Core） + 1.4GHｚ（Quad Core）,3GB,32GB,167,5.4,IPS液晶,2560×1440,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2015/12/8,,,,,,,,,,,,
docomo,F-02J,らくらくホン,FUJITSU,富士通,2016/12/14,FOMA HIGHSPEED,MSM8916 1.2GHz（Quad Core）,1GB,8GB,129,3,TFT液晶,854×480,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2017/3/1,,,,,,,,,,,,
docomo,F-03D,ARROWS Kiss,FUJITSU,富士通,2011/11/25,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1.4GHz,512MB,1GB,120,3.7,TFT液晶,800×480,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2015/6/1,,,,,,,,,,,,
docomo,F-03D,Girls',FUJITSU,富士通,2012/1/20,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1.4GHz,512MB,1GB,120,3.7,TFT液晶,800×480,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2015/6/1,,,,,,,,,,,,
docomo,F-03E,ARROWS Kiss,FUJITSU,富士通,2012/12/21,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,128,4,Super LCD3,960×540,"16,777,216",-,Y,Y,Y,Y,Y,Y,Y,N,Y,2012/12/25,,,,,,,,,,,,
docomo,F-03F,Disney Mobile on docomo,FUJITSU,富士通,2013/12/13,FOMA HIGHSPEED,MSM8974 2.2GHz （Quad Core）,2GB,32GB,147,4.7,有機EL,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2013/12/20,,,,,,,,,,,,
docomo,F-03H,arrows SV,FUJITSU,富士通,2016/7/6,FOMA HIGHSPEED,MSM8916 1.2GHz（Quad Core）,2GB,16GB,141,5,IPS液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/7/11,,,,,,,,,,,,
docomo,F-03K,らくらくスマートフォン me,FUJITSU,富士通,2018/2/28,FOMA HIGHSPEED,MSM8953 2.0GHz（Octa Core）,2GB,16GB,138,4.5,有機EL,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/3/1,,,,,,,,,,,,
docomo,F-04E,ARROWS V,FUJITSU,富士通,2012/11/28,FOMA HIGHSPEED,NVIDIA Tegra 3 AP33  Max 1.5GHz,2GB,64GB,152,4.7,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/12/4,,,,,,,,,,,,
docomo,F-04F,ビジネススマートフォン,FUJITSU,富士通,2014/1/6,FOMA HIGHSPEED,APQ8064T 1.7GHz（Quad Core）,2GB,8GB,140,4.3,TFT液晶,960×540,"16,777,216",-,N,Y,Y,N,N,N,N,N,Y,2014/1/27,,,,,,,,,,,,
docomo,F-04G,ARROWS NX,FUJITSU,富士通,2015/5/28,FOMA HIGHSPEED,Qualcomm MSM8994 Octa Core 2.0GHz（Quad） + 1.5GHz（Quad）,3GB,32GB,155,5.2,IPS液晶,2560×1440,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2015/6/1,,,,,,,,,,,,
docomo,F-04J,らくらくスマートフォン4,FUJITSU,富士通,2017/2/10,FOMA HIGHSPEED,MSM8953 2.0GHz（Octa Core）,2GB,16GB,138,4.5,有機EL,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2017/2/14,,,,,,,,,,,,
docomo,F-04K,arrows Be,FUJITSU,富士通,2018/5/25,FOMA HIGHSPEED,SDM450 1.8GHz(Octa Core),3GB,32GB,146,5,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/5/29,,,,,,,,,,,,
docomo,F-05B,-,FUJITSU,富士通,2010/5/27,FOMA HIGHSPEED,Texas Instruments OMAP3430 500MHz,256MB,512MB,180,2.8,TFT液晶,400×240,"65,536",T,N,Y,Y,N,N,N,N,N,Y,2011/11/4,,,,,,,,,,,,
docomo,F-05D,ARROWS X LTE,FUJITSU,富士通,2011/12/17,FOMA HIGHSPEED,Texas Instruments OMAP4430 1.2GHz,1GB,8GB,124,4.3,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2011/12/22,,,,,,,,,,,,
docomo,F-05F,ARROWS NX,FUJITSU,富士通,2014/5/30,FOMA HIGHSPEED,MSM8974AB 2.3GHz（Quad Core）,2GB,32GB,159,5,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2014/6/2,,,,,,,,,,,,
docomo,F-05G,ARROWS ケータイ,FUJITSU,富士通,2015/6/19,FOMA HIGHSPEED,-,512MB,4GB,129,3.4,有機EL,854×480,"16,777,216",T,N,Y,N,N,N,Y,N,N,Y,2015/6/22,,,,,,,,,,,,
docomo,F-05J,arrows Be,FUJITSU,富士通,2017/6/1,FOMA HIGHSPEED,MSM8916 1.2GHz（Quad Core）,2GB,16GB,141,5,IPS液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/6/6,,,,,,,,,,,,
docomo,F-06E,ARROWS NX,FUJITSU,富士通,2013/6/7,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,2GB,64GB,163,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2013/6/10,,,,,,,,,,,,
docomo,F-06F,らくらくスマートフォン3,FUJITSU,富士通,2014/7/26,FOMA HIGHSPEED,MSM8926 1.2GHz（Quad Core）,2GB,8GB,138,4.5,有機EL,1280×720,"16,777,216",-,Y,Y,Y,N,N,Y,N,N,Y,2014/7/29,,,,,,,,,,,,
docomo,F-07D,ARROWS μ,FUJITSU,富士通,2012/1/20,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1.4GHz,512MB,1GB,105,4,有機EL,800×480,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2016/10/26,,,,,,,,,,,,
docomo,F-07E,Disney Mobile on docomo,FUJITSU,富士通,2013/7/31,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,2GB,64GB,145,4.7,TFT液晶,1280×720,"16,777,216",-,Ｙ,Ｙ,Ｙ,Y,N,Ｙ,Ｙ,N,Ｙ,2013/8/2,,,,,,,,,,,,
docomo,F-08D,Disney Mobile on docomo,FUJITSU,富士通,2012/2/22,FOMA HIGHSPEED,Texas Instruments OMAP4430 1.2GHz,1GB,4GB,120,4.3,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/2/23,,,,,,,,,,,,
docomo,F-08E,らくらくスマートフォン 2,FUJITSU,富士通,2013/8/16,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,2GB,8GB,132,4.3,TFT液晶,960×540,"16,777,216",-,N,Ｙ,Ｙ,N,N,Ｙ,N,N,Ｙ,2013/10/17,,,,,,,,,,,,
docomo,F-09D,ANTEPRIMA,FUJITSU,富士通,2012/6/27,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1.4GHz,1GB,2GB,120,3.7,TFT液晶,800×480,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2012/6/27,,,,,,,,,,,,
docomo,F-09E,らくらくスマートフォン プレミアム,FUJITSU,富士通,2013/10/4,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,-,16GB,132,4.3,TFT液晶,960×540,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2013/10/7,,,,,,,,,,,,
docomo,F-10D,ARROWS X,FUJITSU,富士通,2012/7/20,FOMA HIGHSPEED,NVIDIA Tegra 3 AP33　1.5GHz,1GB,16GB,152,4.6,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2012/7/24,,,,,,,,,,,,
docomo,F1100,-,FUJITSU,富士通,2008/3/17,FOMA HIGHSPEED,Texas Instruments OMAP2430 330MHz,128MB,256MB,134,2.6,TFT液晶,320×240,"65,536",T,N,Y,N,N,N,N,N,N,N,2011/11/4,,,,,,,,,,,,
docomo,F-11D,ARROWS Me,FUJITSU,富士通,2012/8/15,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,1GB,4GB,115,3.7,TFT液晶,800×480,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/8/16,,,,,,,,,,,,
docomo,F-12C,-,FUJITSU,富士通,2011/8/7,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,107,3.7,TFT液晶,800×480,"16,777,216",-,Y,Y,Y,Y,N,N,N,N,Y,2011/9/9,,,,,,,,,,,,
docomo,F-12D,らくらくスマートフォン,FUJITSU,富士通,2012/8/1,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1.4GHz,1GB,4GB,138,4,TFT液晶,800×480,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,Y,2012/8/7,,,,,,,,,,,,
docomo,HT-01A,-,HTC,HTC NIPPON,2008/11/28,FOMA HIGHSPEED,Qualcomm MSM7201A 528MHz,288MB,512MB,172,2.8,TFT液晶,640×480,"65,536",Q,N,N,N,N,N,N,N,N,N,2011/11/4,,,,,,,,,,,,
docomo,HT-02A,-,HTC,HTC NIPPON,2008/12/19,FOMA HIGHSPEED,Qualcomm MSM7201A 528MHz,192MB,256MB,110,2.8,TFT液晶,640×480,"65,536",-,N,N,Y,N,N,N,N,N,N,2011/11/4,,,,,,,,,,,,
docomo,HT-03A,-,HTC,HTC NIPPON,2009/7/10,FOMA HIGHSPEED,Qualcomm MSM7201A 528MHz,192MB,512MB,123,3.2,TFT液晶,480×320,"65,536",-,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,HT1100,-,HTC,HTC NIPPON,2008/6/12,FOMA HIGHSPEED,Qualcomm MSM7200 400MHz,128MB,256MB,128,2.6,TFT液晶,320×240,"65,536",T,N,N,N,N,N,N,N,N,N,2011/11/4,,,,,,,,,,,,
docomo,hTc Z,-,HTC,HTC NIPPON,2007/7/31,W-CDMA,Samsung　2442A,64MB,128MB,176,2.8,TFT液晶,320×240,"65,536",Q,N,Y,N,N,N,N,N,N,N,2012/4/10,,,,,,,,,,,,
docomo,HW-01E,Ascend,Huawei,ファーウェイ・テクノロジーズ,2012/11/21,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,135,4.5,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,N,2012/11/27,,,,,,,,,,,,
docomo,HW-01K,HUAWEI P20 Pro,Huawei,ファーウェイ・テクノロジーズ,2018/6/15,FOMA HIGHSPEED,Kirin 970 2.4GHz（Quad Core）+1.8GHz（Quad Core）,6GB,128GB,180,6.1,有機EL,2240×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2018/6/20,,,,,,,,,,,,
docomo,HW-03E,Ascend D2,Huawei,ファーウェイ・テクノロジーズ,2013/5/21,FOMA HIGHSPEED,Hisilicom K3V2 1.5GHz（Quad Core）,2GB,32GB,145,4.7,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2013/5/22,,,,,,,,,,,,
docomo,iPhone SE,-,Apple,Apple Japan,2016/3/31,FOMA HIGHSPEED,A9 1.8GHz 2Core,2GB,-,113,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2016/4/5,,,,,,,,,,,,
docomo,iPhone X,-,Apple,Apple Japan,2017/11/3,-,A11 Bionic,3GB,-,174,5.8,Retina HDディスプレイ,2436×1125,-,-,Y,N,Y,Y,Y,N,N,N,Y,2017/11/8,,,,,,,,,,,,
docomo,iPhone XR,-,Apple,Apple Japan,2018/10/26,-,A12 Bionic,3GB,-,194,6.1,Liquid Retina HDディスプレイ,1792×828,-,-,Y,N,Y,Y,Y,N,N,N,Y,2018/10/26,,,,,,,,,,,,
docomo,iPhone XS,-,Apple,Apple Japan,2018/9/21,-,A12 Bionic,4GB,-,177,5.8,Super Retina HDディスプレイ,2436×1125,-,-,Y,N,Y,Y,Y,N,N,N,Y,2018/9/26,,,,,,,,,,,,
docomo,iPhone XS Max,-,Apple,Apple Japan,2018/9/21,-,A12 Bionic,4GB,-,208,6.5,Super Retina HDディスプレイ,2688×1242,-,-,Y,N,Y,Y,Y,N,N,N,Y,2018/9/26,,,,,,,,,,,,
docomo,iPhone5c,-,Apple,Apple Japan,2013/9/20,FOMA HIGHSPEED,A6 1.25GHz 2Core,1GB,-,132,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2013/9/25,,,,,,,,,,,,
docomo,iPhone5s,-,Apple,Apple Japan,2013/9/20,FOMA HIGHSPEED,A7 1.3GHz 2Core,1GB,-,112,4,Retinaディスプレイ,1136×640,-,-,Y,N,Y,Y,N,N,N,N,N,2013/9/25,,,,,,,,,,,,
docomo,iPhone6,-,Apple,Apple Japan,2014/9/19,FOMA HIGHSPEED,A8 1.4GHz 2Core,1GB,-,129,4.7,Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,N,N,N,N,N,2015/10/26,,,,,,,,,,,,
docomo,iPhone6 Plus,-,Apple,Apple Japan,2014/9/19,FOMA HIGHSPEED,A8 1.4GHz 2Core,1GB,-,172,5.5,Retina HDディスプレイ,1920×1080,-,-,Y,N,Y,Y,N,N,N,N,N,2014/9/25,,,,,,,,,,,,
docomo,iPhone6s,-,Apple,Apple Japan,2015/9/25,FOMA HIGHSPEED,A9 1.8GHz 2Core,2GB,-,143,4.7,3D Touch搭載Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,N,N,N,N,N,2015/10/26,,,,,,,,,,,,
docomo,iPhone6s Plus,-,Apple,Apple Japan,2015/9/25,FOMA HIGHSPEED,A9 1.8GHz 2Core,2GB,-,192,5.5,3D Touch搭載Retina HDディスプレイ,1920×1080,-,-,Y,N,Y,Y,N,N,N,N,N,2015/9/29,,,,,,,,,,,,
docomo,iPhone7,-,Apple,Apple Japan,2016/9/16,FOMA HIGHSPEED,A10 Fusion 2.33GHz 4Core,2GB,-,138,4.7,Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,N,N,N,N,Y,2016/9/23,,,,,,,,,,,,
docomo,iPhone7 Plus,-,Apple,Apple Japan,2016/9/16,FOMA HIGHSPEED,A10 Fusion 2.33GHz 4Core,3GB,-,188,5.5,Retina HDディスプレイ,1920×1080,-,-,Y,N,Y,Y,N,N,N,N,Y,2016/9/23,,,,,,,,,,,,
docomo,iPhone8,-,Apple,Apple Japan,2017/9/22,-,A11 Bionic,2GB,-,148,4.7,Retina HDディスプレイ,1334×750,-,-,Y,N,Y,Y,Y,N,N,N,Y,2017/9/27,,,,,,,,,,,,
docomo,iPhone8 Plus,-,Apple,Apple Japan,2017/9/22,-,A11 Bionic,3GB,-,202,5.5,Retina HDディスプレイ,1920×1080,-,-,Y,N,Y,Y,Y,N,N,N,Y,2017/9/27,,,,,,,,,,,,
docomo,KY-01L,カードケータイ,KYOCERA,京セラ,2018/11/22,FOMA HIGHSPEED,Snapdragon 210 1.094GHz（Quad Core）,1GB,8GB,47,2.8,電子ペーパー,600×480,-,-,Y,N,N,N,N,N,N,N,Y,2018/11/27,,,,,,,,,,,,
docomo,L-01D,Optimus LTE,LG,LGエレクトロニクス・ジャパン,2011/12/15,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8060 1.5GHz,1GB,4GB,140,4.5,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2011/12/22,,,,,,,,,,,,
docomo,L-01E,Optimus G,LG,LGエレクトロニクス・ジャパン,2012/10/19,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8064 1.5GHz,2GB,16GB,143,4.7,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/10/23,,,,,,,,,,,,
docomo,L-01F,G2,LG,LGエレクトロニクス・ジャパン,2013/10/11,FOMA HIGHSPEED,MSM8974 2.3GHz （Quad Core）,2GB,32GB,145,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2013/10/15,,,,,,,,,,,,
docomo,L-01J,V20 PRO,LG,LGエレクトロニクス・ジャパン,2017/2/17,FOMA HIGHSPEED,MSM8996 2.2GHz（Quad Core）＋1.6GHz（Quad Core）,4GB,32GB,146,5.2,TFT液晶,2560×1440,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/2/21,,,,,,,,,,,,
docomo,L-01K,V30+,LG,LGエレクトロニクス・ジャパン,2018/1/25,FOMA HIGHSPEED,MSM8998 2.45GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,128GB,158,6,POLED,2880×1440,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/1/30,,,,,,,,,,,,
docomo,L-02D,PRADA phone by LG,LG,LGエレクトロニクス・ジャパン,2012/1/26,FOMA HIGHSPEED,Texas Instruments OMAP4430 1GHz,1GB,4GB,138,4.3,IPS液晶,800×480,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2016/10/26,,,,,,,,,,,,
docomo,L-02E,Optimus LIFE,LG,LGエレクトロニクス・ジャパン,2012/12/21,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,145,4.5,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/12/25,,,,,,,,,,,,
docomo,L-02K,JOJO,LG,LGエレクトロニクス・ジャパン,2018/3/23,FOMA HIGHSPEED,MSM8998 2.45GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,158,6,POLED,2880×1440,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/3/26,,,,,,,,,,,,
docomo,L-03K,LG style,LG,LGエレクトロニクス・ジャパン,2018/6/22,FOMA HIGHSPEED,SDM450 1.8GHz(Octa Core),4GB,64GB,146,5.5,TFT液晶,2160×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/6/26,,,,,,,,,,,,
docomo,L-04C,Optimus chat,LG,LGエレクトロニクス・ジャパン,2011/3/6,FOMA HIGHSPEED,Qualcomm MSM7227 600MHz,512MB,1GB,149,3.2,TFT液晶,480×320,"65,536",Q,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,L-04E,Optimus G Pro,LG,LGエレクトロニクス・ジャパン,2013/4/4,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8064 1.7GHz,2GB,32GB,156,5,Super LCD3,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,N,2013/4/8,,,,,,,,,,,,
docomo,L-05D,Optimus it,LG,LGエレクトロニクス・ジャパン,2012/6/30,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.6GHz,1GB,8GB,132,4,TFT液晶,800×480,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/7/2,,,,,,,,,,,,
docomo,L-05E,Optimus it,LG,LGエレクトロニクス・ジャパン,2013/6/22,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,2GB,32GB,132,4.5,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,Y,Y,Y,N,Y,2013/6/26,,,,,,,,,,,,
docomo,L-06D,Optimus Vu,LG,LGエレクトロニクス・ジャパン,2012/8/3,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8060 1.5GHz,1GB,32GB,178,5,TFT液晶,1024×768,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/8/7,,,,,,,,,,,,
docomo,L-06D,JOJO,LG,LGエレクトロニクス・ジャパン,2012/8/30,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8060 1.5GHz,1GB,32GB,178,5,TFT液晶,1024×768,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/8/31,,,,,,,,,,,,
docomo,L-07C,Optimus bright,LG,LGエレクトロニクス・ジャパン,2011/6/18,FOMA HIGHSPEED,Texas Instruments OMAP3630 1GHz,512MB,4GB,112,4,TFT液晶,800×480,"262,144",-,Y,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,M1000,-,Motorola,モトローラ,2005/7/1,W-CDMA,-,32MB,19MB,168,2.9,TFT液晶,320×208,"65,536",-,N,N,N,N,N,N,N,N,N,2011/11/7,,,,,,,,,,,,
docomo,MO-01J,MONO,ZTE,ZTEコーポレーション,2016/12/9,FOMA HIGHSPEED,MSM8952 1.5GHz（Quad Core）＋1.2GHz（Quad Core）,2GB,16GB,138,4.7,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2016/12/14,,,,,,,,,,,,
docomo,MO-01K,MONO,ZTE,ZTEコーポレーション,2017/11/30,FOMA HIGHSPEED,MSM8940 1.4GHz（Quad Core）＋1.1Ghz（Quad Core）,3GB,32GB,153,5,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2017/12/4,,,,,,,,,,,,
docomo,N-01D,MEDIAS PP,NEC,NECカシオモバイルコミュニケーションズ,2011/12/9,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1.4GHz,512MB,2GB,135,4,有機EL,800×480,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2011/12/9,,,,,,,,,,,,
docomo,N-02E,MEDIAS U,NEC,NECカシオモバイルコミュニケーションズ,2012/12/1,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,147,4,TFT液晶,800×480,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/12/4,,,,,,,,,,,,
docomo,N-02E,ONE PIECE,NEC,NECカシオモバイルコミュニケーションズ,2012/12/21,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,147,4,Super LCD3,800×480,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/12/25,,,,,,,,,,,,
docomo,N-03E,Disney mobile on docomo,NEC,NECカシオモバイルコミュニケーションズ,2012/12/14,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8064 1.5GHz,2GB,32GB,145,4.7,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/12/18,,,,,,,,,,,,
docomo,N-04C,MEDIAS,NEC,NECカシオモバイルコミュニケーションズ,2011/3/15,FOMA HIGHSPEED,Qualcomm MSM7230 800MHz,512MB,1GB,105,4,TFT液晶,854×480,"262,144",-,N,Y,Y,Y,N,Y,N,N,N,2011/7/11,,,,,,,,,,,,
docomo,N-04D,MEDIAS LTE,NEC,NECカシオモバイルコミュニケーションズ,2012/2/15,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8060 1.2GHz,1GB,16GB,149,4.3,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/2/23,,,,,,,,,,,,
docomo,N-04E,MEDIAS X,NEC,NECカシオモバイルコミュニケーションズ,2013/3/1,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8064 1.5GHz,2GB,32GB,155,4.7,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,Y,Y,Y,N,Y,2015/6/1,,,,,,,,,,,,
docomo,N-05D,MEDIAS ES,NEC,NECカシオモバイルコミュニケーションズ,2012/3/1,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8260 1.5GHz,1GB,4GB,109,4.3,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/3/1,,,,,,,,,,,,
docomo,N-05E,MEDIAS W,NEC,NECカシオモバイルコミュニケーションズ,2013/4/18,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,16GB,183,4.3,Super LCD3,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2013/4/18,,,,,,,,,,,,
docomo,N-06C,MEDIAS WP,NEC,NECカシオモバイルコミュニケーションズ,2011/6/24,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,113,4,TFT液晶,800×480,"262,144",-,Y,Y,Y,Y,N,Y,N,N,Y,2011/7/11,,,,,,,,,,,,
docomo,N-06E,MEDIAS X,NEC,NECカシオモバイルコミュニケーションズ,2013/6/19,FOMA HIGHSPEED,APQ8064T 1.7GHz （Quad Core）,2GB,32GB,136,4.7,有機EL,1280×720,"16,777,216",-,Ｙ,Ｙ,Ｙ,Y,Y,Ｙ,Ｙ,Ｎ,Ｙ,2013/6/20,,,,,,,,,,,,
docomo,N-07D,MEDIAS X,NEC,NECカシオモバイルコミュニケーションズ,2012/7/13,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,119,4.3,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/7/17,,,,,,,,,,,,
docomo,Nexus 5X,-,LG,LGエレクトロニクス・ジャパン,2015/10/22,FOMA HIGHSPEED,MSM8992 1.8GHz （Dual Core） +1.4GHz （Quad　Core）,2GB,32GB,136,5.2,TFT液晶,1920×1080,-,-,Y,N,Y,Y,N,N,N,N,N,2015/10/23,,,,,,,,,,,,
docomo,P-01D,-,Panasonic,パナソニック モバイルコミュニケーションズ,2011/11/18,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,117,3.2,TFT液晶,800×480,"262,144",-,Y,Y,Y,Y,N,Y,N,N,N,2011/11/11,,,,,,,,,,,,
docomo,P-01J,P-smart ケータイ,Panasonic,パナソニック モバイルコミュニケーションズ,2016/11/4,FOMA HIGHSPEED,MSM8909 1.1GHｚ（Quad Core）,1GB,8GB,132,3.4,TFT液晶,854×480,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2016/11/8,,,,,,,,,,,,
docomo,P-02D,LUMIX Phone,Panasonic,パナソニック モバイルコミュニケーションズ,2011/12/23,FOMA HIGHSPEED,Texas Instruments OMAP4430 1GHz,1GB,2GB,128,4,TFT液晶,960×540,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2011/12/28,,,,,,,,,,,,
