キャリア,機種名,ニックネーム,メーカー（ロゴ）,メーカー（社名）,発売日,通信方式,プロセッサ,RAM,ROM,質量[g],画面サイズ（インチ）,ディスプレイ種別,画面解像度（縦×横）,液晶最大表示色数,ハードウェアキー,テザリング,赤外線,GPS,電子コンパス,非接触充電（ワイヤレス給電/おくだけ充電）,ワンセグ,マルチメディア放送（モバキャス）,3D,防水,データ更新日,,,,,,,,,,,,
docomo,SO-02E,Xperia Z,SONY,ソニーモバイルコミュニケーションズ,2013/2/9,FOMA HIGHSPEED,Qualcomm Snapdragon APQ8064 1.5GHz,2GB,16GB,146,5,Super LCD3,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2015/6/1,,,,,,,,,,,,
docomo,SO-02F,Xperia Z1 f,SONY,ソニーモバイルコミュニケーションズ,2013/12/19,FOMA HIGHSPEED,MSM8974 2.2GHz （Quad Core）,2GB,16GB,140,4.3,トリルミナスディスプレイ for mobile,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2013/12/20,,,,,,,,,,,,
docomo,SO-02G,Xperia Z3 Compact,SONY,ソニーモバイルコミュニケーションズ,2014/11/12,FOMA HIGHSPEED,MSM8974AC 2.5GHz（Quad Core）,2GB,16GB,129,4.6,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2014/11/17,,,,,,,,,,,,
docomo,SO-02H,Xperia Z5 Compact,SONY,ソニーモバイルコミュニケーションズ,2015/11/13,FOMA HIGHSPEED,Qualcomm MSM8994 2.0GHz（Quad Core） + 1.5GHz（Quad Core）,2GB,32GB,138,4.6,トリルミナスディスプレイ for mobile,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2015/11/17,,,,,,,,,,,,
docomo,SO-02J,Xperia X Compact,SONY,ソニーモバイルコミュニケーションズ,2016/11/2,FOMA HIGHSPEED,MSM8956 1.8GHz（Dual Core）＋1.4GHz（Quad Core）,3GB,32GB,135,4.6,トリルミナスディスプレイ for mobile,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/11/8,,,,,,,,,,,,
docomo,SO-02K,Xperia XZ1 Compact,SONY,ソニーモバイルコミュニケーションズ,2017/11/17,FOMA HIGHSPEED,MSM8998 2.45GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,32GB,143,4.6,トリルミナスディスプレイ for mobile,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/11/21,,,,,,,,,,,,
docomo,SO-03C,Xperia ray,SonyEricsson,ソニー・エリクソン・モバイルコミュニケーションズ,2011/8/27,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,100,3.3,TFT液晶,854×480,"16,777,216",-,N,N,Y,Y,N,N,N,N,N,2011/9/9,,,,,,,,,,,,
docomo,SO-03D,Xperia acro HD,SonyEricsson,ソニー・エリクソン・モバイルコミュニケーションズ,2012/3/15,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8660 1.5GHz,1GB,16GB,149,4.3,TFT液晶,1280×720,"16,777,216",-,N,Y,Y,Y,N,Y,N,Y,Y,2012/3/16,,,,,,,,,,,,
docomo,SO-03F,Xperia Z2,SONY,ソニーモバイルコミュニケーションズ,2014/5/21,FOMA HIGHSPEED,MSM8974AB 2.3GHz（Quad Core）,3GB,32GB,163,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2016/11/8,,,,,,,,,,,,
docomo,SO-03G,Xperia Z4,SONY,ソニーモバイルコミュニケーションズ,2015/6/10,FOMA HIGHSPEED,Qualcomm MSM8994 Octa Core 2.0GHz（Quad） + 1.5GHz（Quad）,3GB,32GB,144,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2015/6/15,,,,,,,,,,,,
docomo,SO-03H,Xperia Z5 Premium,SONY,ソニーモバイルコミュニケーションズ,2015/11/20,FOMA HIGHSPEED,MSM8994 2.0GHz（Quad Core） + 1.5GHz（Quad Core）,3GB,32GB,181,5.5,トリルミナスディスプレイ for mobile,3840×2160,"16,777,216",-,Y,N,Y,Y,N,Y,Y,N,Y,2015/11/25,,,,,,,,,,,,
docomo,SO-03J,Xperia XZs,SONY,ソニーモバイルコミュニケーションズ,2017/5/26,FOMA HIGHSPEED,MSM8996 2.2GHz（Dual Core）＋1.6GHz（Dual Core） ,4GB,32GB,161,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/5/30,,,,,,,,,,,,
docomo,SO-03K,Xperia XZ2,SONY,ソニーモバイルコミュニケーションズ,2018/5/31,FOMA HIGHSPEED,SDM845 2.8GHz（Quad Core）＋1.8Ghz（Quad Core）,4GB,64GB,198,5.7,TFT液晶,2160×1080,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2018/6/4,,,,,,,,,,,,
docomo,SO-04D,Xperia GX ,SONY,ソニーモバイルコミュニケーションズ,2012/8/9,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,16GB,127,4.6,TFT液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2012/8/10,,,,,,,,,,,,
docomo,SO-04E,Xperia A,SONY,ソニーモバイルコミュニケーションズ,2013/5/17,FOMA HIGHSPEED,APQ8064 1.5GHz（Quad Core）,2GB,32GB,141,4.6,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2013/5/20,,,,,,,,,,,,
docomo,SO-04E,Xperia feat. HATSUNE MIKU,SONY,ソニーモバイルコミュニケーションズ,2013/9/18,FOMA HIGHSPEED,APQ8064 1.5GHz　（Quad Core）,2GB,32GB,141,4.6,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2013/10/25,,,,,,,,,,,,
docomo,SO-04F,Xperia A2,SONY,ソニーモバイルコミュニケーションズ,2014/6/19,FOMA HIGHSPEED,MSM8974 2.2GHz（Quad Core）,2GB,16GB,138,4.3,トリルミナスディスプレイ for mobile,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2014/6/20,,,,,,,,,,,,
docomo,SO-04G,Xperia A4,SONY,ソニーモバイルコミュニケーションズ,2015/6/18,FOMA HIGHSPEED,Qualcomm MSM8974AC Quad Core 2.5GHz,2GB,16GB,129,4.6,トリルミナスディスプレイ for mobile,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2015/6/22,,,,,,,,,,,,
docomo,SO-04H,Xperia X Performance,SONY,ソニーモバイルコミュニケーションズ,2016/6/24,FOMA HIGHSPEED,MSM8996 2.2GHz＋1.6GHz（Quad Core）,3GB,32GB,165,5,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2016/6/29,,,,,,,,,,,,
docomo,SO-04J,Xperia XZ Premium,SONY,ソニーモバイルコミュニケーションズ,2017/6/16,FOMA HIGHSPEED,MSM8998 2.45GHz（Quad Core）＋1.9GHz（Quad Core）,4GB,64GB,191,5.5,TFT液晶,3840×2160,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2017/6/20,,,,,,,,,,,,
docomo,SO-04K,Xperia XZ2 Premium,SONY,ソニーモバイルコミュニケーションズ,2018/7/27,FOMA HIGHSPEED,SDM845 2.8GHz（Quad Core）＋1.8Ghz（Quad Core）,6GB,64GB,236,5.8,TFT液晶,3840×2160,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,Y,2018/7/31,,,,,,,,,,,,
docomo,SO-05D,Xperia SX ,SONY,ソニーモバイルコミュニケーションズ,2012/8/10,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,95,3.7,TFT液晶,960×540,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,N,2012/8/10,,,,,,,,,,,,
docomo,SO-05K,Xperia XZ2 Compact,SONY,ソニーモバイルコミュニケーションズ,2018/6/22,FOMA HIGHSPEED,SDM845 2.8GHz（Quad Core）＋1.8Ghz（Quad Core）,4GB,64GB,168,5,TFT液晶,2160×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2018/6/26,,,,,,,,,,,,
docomo,T-01A,-,TOSHIBA,東芝,2009/6/20,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8250 1GHz,256MB,512MB,129,4.1,TFT液晶,800×480,"65,536",Q,N,N,N,N,N,N,N,N,N,2011/11/4,,,,,,,,,,,,
docomo,T-01B,dynapocket,TOSHIBA,東芝,2010/6/18,FOMA HIGHSPEED,Qualcomm Snapdragon QSD8c250 1GHz,384MB,512MB,160,4.1,有機EL,800×480,"65,536",Q,N,N,Y,Y,N,N,N,N,N,2011/12/12,,,,,,,,,,,,
docomo,T-01C,REGZA Phone,FUJITSU,富士通東芝モバイルコミュニケーションズ,2010/12/17,FOMA HIGHSPEED,Qualcomm Snapdragon QSD8250 1GHz,512MB,1GB,149,4,TFT液晶,854×480,"262,144",-,N,Y,Y,Y,N,Y,N,N,Y,2011/12/12,,,,,,,,,,,,
docomo,T-01D,REGZA Phone,FUJITSU,富士通,2011/11/18,HSDPA/HSUPA,Texas Instruments OMAP4430 1.2GHz ,1GB,4GB,129,4.3,TFT液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2011/12/12,,,,,,,,,,,,
docomo,T-02D,REGZA Phone,FUJITSU,富士通,2012/7/26,FOMA HIGHSPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,139,4.3,有機EL,960×540,"16,777,216",-,Y,Y,Y,Y,N,Y,Y,N,Y,2012/7/31,,,,,,,,,,,,
docomo,Z-01K,M,ZTE,ZTEコーポレーション,2018/2/9,FOMA HIGHSPEED,MSM8996SG 2.2GHz（Dual Core）＋1.6GHz（Dual Core）,4GB,64GB,226,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2018/2/13,,,,,,,,,,,,
SoftBank,001DL,DELL STREAK,DELL,デル,2010/12/21,3G HIGH SPEED,Qualcomm Snapdragon QSD8250 1GHz,512MB,2.5GB,220,5,TFT液晶,800×480,"16,777,216",-,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
SoftBank,001HT,Desire　HD,HTC,HTC NIPPON,2010/11/12,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1GHz,768MB,1.5GB,164,4.3,TFT液晶,800×480,"65,536",-,N,N,Y,Y,N,N,N,N,N,2011/7/11,,,,,,,,,,,,
SoftBank,003P,Sweety,Panasonic,パナソニック モバイルコミュニケーションズ,2011/8/12,W-CDMA,Texas Instruments OMAP3630 1.0GHz,512MB,1GB,139,4.3,TFT液晶,854×480,"65,536",-,N,Y,Y,Y,N,Y,N,N,N,2011/9/9,,,,,,,,,,,,
SoftBank,003SH,GALAPAGOS,SHARP,シャープ,2010/12/17,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,140,3.8,NewモバイルASV液晶,800×480,"65,536",-,N,Y,Y,Y,N,Y,N,Y,N,2011/7/11,,,,,,,,,,,,
SoftBank,003Z,Libero,ZTE,ZTEコーポレーション,2010/12/24,3G HIGH SPEED,Qualcomm MSM7227-1 600MHz,512MB,512MB,115,3.5,TFT液晶,800×480,"16,777,216",-,N,N,Y,Y,N,N,N,N,N,2012/5/29,,,,,,,,,,,,
SoftBank,005SH,GALAPAGOS,SHARP,シャープ,2011/2/25,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1GB,151,3.8,NewモバイルASV液晶,800×480,"65,536",Q,N,Y,Y,Y,N,Y,N,Y,N,2011/7/11,,,,,,,,,,,,
SoftBank,006SH,AQUOS PHONE,SHARP,シャープ,2011/6/4,3G HIGH SPEED,Qualcomm Snapdragon MSM8255T 1.4GHz,512MB,1.5GB,139,4.2,NewモバイルASV液晶,960×540,"65,536",-,N,Y,Y,Y,N,Y,N,N,N,2011/7/11,,,,,,,,,,,,
SoftBank,007HW,Vision,Huawei,ファーウェイ・テクノロジーズ,2011/9/16,W-CDMA,Qualcomm Snapdragon MSM8255 1GHz,-,2GB,122,3.7,TFT液晶,800×480,"262,144",-,N,N,Y,Y,N,N,N,N,N,2011/9/30,,,,,,,,,,,,
SoftBank,007SH,AQUOS PHONE THE HYBRID,SHARP,シャープ,2011/6/17,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1GHz,-,1GB,140,3.4,NewモバイルASV液晶,854×480,"65,536",T,N,Y,Y,Y,N,Y,N,N,Y,2012/5/29,,,,,,,,,,,,
SoftBank,007SH J,AQUOS PHONE THE HYBRID,SHARP,シャープ,2011/7/22,W-CDMA,Qualcomm Snapdragon MSM8255 1GHz,-,1GB,140,3.4,NewモバイルASV液晶,854×480,"65,536",T,N,Y,Y,Y,N,Y,N,Y,Y,2011/9/9,,,,,,,,,,,,
SoftBank,007SH KT,-,SHARP,シャープ,2011/9/9,W-CDMA,Qualcomm Snapdragon MSM8255 1GHz,-,1GB,140,3.4,NewモバイルASV液晶,854×480,"65,536",T,N,Y,Y,Y,N,Y,N,Y,Y,2011/9/9,,,,,,,,,,,,
SoftBank,008Z,シンプルスマートフォン,ZTE,ZTEコーポレーション,2011/8/17,W-CDMA,Qualcomm Snapdragon MSM8255 1GHz,512MB,4GB,133,3.8,TFT液晶,800×480,"65,536",-,N,N,Y,N,N,N,N,N,N,2011/9/9,,,,,,,,,,,,
SoftBank,009SH,AQUOS PHONE THE PREMIUM,SHARP,シャープ,2011/8/26,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1.2GB,129,4,NewモバイルASV液晶,960×540,"65,536",-,N,Y,Y,Y,N,Y,N,Y,N,2011/9/9,,,,,,,,,,,,
SoftBank,009SH Y,Yahoo! Phone,SHARP,シャープ,2011/9/23,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1.2GB,129,4,NewモバイルASV液晶,960×540,"65,536",-,N,Y,Y,Y,N,Y,N,Y,N,2011/9/30,,,,,,,,,,,,
SoftBank,009Z,STAR 7,ZTE,ZTEコーポレーション,2011/12/22,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,4GB,152,3.8,TFT液晶,800×480,"65,536",-,N,N,Y,Y,N,Y,N,N,Y,2011/12/28,,,,,,,,,,,,
SoftBank,101DL,DELL Streak Pro,DELL,デル,2012/3/3,3G HIGH SPEED,Qualcomm Snapdragon MSM8260 1.5GHz,1GB,8GB,140,4.3,スーパー有機EL,960×540,"16,777,216",-,N,N,Y,Y,N,N,N,N,N,2012/3/5,,,,,,,,,,,,
SoftBank,101F,ARROWS A,FUJITSU,富士通モバイルコミュニケーションズ,2012/7/28,ULTRA SPEED,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,138,4.3,有機EL,960×540,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,Y,2013/9/2,,,,,,,,,,,,
SoftBank,101K,HONEY BEE,KYOCERA,京セラ,2012/1/27,ULTRA SPEED,Renesas Electronics MP5225 1.2GHz,512MB,2GB,133,3.5,TFT液晶,800×480,"16,777,216",-,N,Y,Y,Y,N,N,N,N,Y,2012/1/31,,,,,,,,,,,,
SoftBank,101N,MEDIAS CH,NEC,NECカシオモバイルコミュニケーションズ,2012/1/20,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1.4GHz,512MB,2GB,133,4,スーパー有機EL,800×480,"16,777,216",-,Y,Y,Y,Y,Y,Y,N,N,Y,2012/1/31,,,,,,,,,,,,
SoftBank,101P,LUMIX Phone,Panasonic,パナソニック モバイルコミュニケーションズ,2012/1/14,ULTRA SPEED,Texas Instruments OMAP4430 1GHz,1GB,2GB,128,4,TFT液晶,960×540,"65,536",-,N,Y,Y,Y,N,Y,N,N,Y,2012/1/17,,,,,,,,,,,,
SoftBank,101SH,AQUOS PHONE THE HYBRID,SHARP,シャープ,2011/11/18,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1GHz,512MB,1.2GB,129,3.4,NewモバイルASV液晶,854×480,"16,777,216",T,N,Y,Y,Y,N,Y,N,N,Y,2011/11/18,,,,,,,,,,,,
SoftBank,102P,-,Panasonic,パナソニック モバイルコミュニケーションズ,2012/3/23,ULTRA SPEED,Texas Instruments OMAP4430 1GHz,1GB,16GB,103,4.3,有機EL,960×540,"16,777,216",-,N,N,Y,Y,N,N,N,N,Y,2012/3/27,,,,,,,,,,,,
SoftBank,102SH,AQUOS PHONE,SHARP,シャープ,2011/12/16,ULTRA SPEED,Texas Instruments OMAP4430 1GHz,-,4GB,137,4.5,NewモバイルASV液晶,1280×720,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,Y,2011/12/22,,,,,,,,,,,,
SoftBank,102SHII,AQUOS PHONE,SHARP,シャープ,2012/7/12,ULTRA SPEED,Texas Instruments OMAP4430 1GHz,1GB,4GB,137,4.5,NewモバイルASV液晶,1280×720,"16,777,216",-,N,Y,Y,Y,N,Y,N,Y,Y,2012/7/17,,,,,,,,,,,,
SoftBank,103SH,AQUOS PHONE,SHARP,シャープ,2012/1/20,3G HIGH SPEED,Qualcomm Snapdragon MSM8255 1.4GHz,512MB,4GB,120,4,NewモバイルASV液晶,960×540,"65,536",-,Y,Y,Y,Y,N,Y,N,N,Y,2012/1/31,,,,,,,,,,,,
SoftBank,104SH,AQUOS PHONE,SHARP,シャープ,2012/2/24,ULTRA SPEED,Texas Instruments OMAP4460 1.5GHz,1GB,16GB,126,4.5,NewモバイルASV液晶,1280×720,"16,777,216",-,N,N,Y,Y,N,N,N,N,Y,2012/2/28,,,,,,,,,,,,
SoftBank,106SH,AQUOS PHONE Xx,SHARP,シャープ,2012/7/6,ULTRA SPEED,Qualcomm Snapdragon MSM8260A 1.5GHz,1GB,32GB,147,4.7,TFT液晶,1280×720,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,Y,2012/7/10,,,,,,,,,,,,
SoftBank,107SH,PANTONE 5,SHARP,シャープ,2012/7/14,W-CDMA,Qualcomm Snapdragon MSM8255 1.4GHz,1GB,4GB,116,3.7,NewモバイルASV液晶,854×480,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,Y,2012/7/17,,,,,,,,,,,,
SoftBank,107SH B,ボス電,SHARP,シャープ,2012/9/7,W-CDMA,Qualcomm Snapdragon MSM8255 1.4GHz,1GB,4GB,116,3.7,NewモバイルASV液晶,854×480,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,Y,2012/9/11,,,,,,,,,,,,
SoftBank,200SH,PANTONE 6,SHARP,シャープ,2012/12/21,W-CDMA,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,129,4.5,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2016/2/9,,,,,,,,,,,,
SoftBank,201F,ARROWS A,FUJITSU,富士通モバイルコミュニケーションズ,2013/2/16,3G HIGH SPEED,Qualcomm Snapdragon MDM9615 + APQ8064 1.5GHz,2GB,32GB,145,4.7,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2013/1/29,,,,,,,,,,,,
SoftBank,201HW,STREAM,Huawei,ファーウェイ・テクノロジーズ,2012/10/10,W-CDMA,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,4GB,131,4.3,有機EL,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2012/10/11,,,,,,,,,,,,
SoftBank,201K,HONEY BEE,KYOCERA,京セラ,2013/1/25,W-CDMA,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,4GB,129,3.7,Super LCD3,800×480,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2013/1/29,,,,,,,,,,,,
SoftBank,201M,RAZR M,Motorola,モトローラ・モビリティ・ジャパン,2012/10/26,W-CDMA,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,128,4.3,有機EL,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2012/10/29,,,,,,,,,,,,
SoftBank,202F,ARROWS A,FUJITSU,富士通モバイルコミュニケーションズ,2013/6/28,W-CDMA,APQ8064T 1.7GHz （Quad Core）,2GB,64GB,158,5,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2013/7/2,,,,,,,,,,,,
SoftBank,202K,DIGNO R,KYOCERA,京セラ,2013/7/5,W-CDMA,Qualcomm Snapdragon MSM8960 1.5GHz,1.5GB,16GB,94,4.3,TFT液晶,1280×720,"16,777,216",-,Ｙ,Ｙ,Ｙ,Y,N,Ｙ,N,Ｎ,Ｙ,2013/7/8,,,,,,,,,,,,
SoftBank,203SH,AQUOS PHONE Xx,SHARP,シャープ,2013/3/8,3G HIGH SPEED,Qualcomm Snapdragon APQ8064 1.5GHz,2GB,32GB,146,4.9,Super LCD3,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2013/1/29,,,,,,,,,,,,
SoftBank,204HW,あんしんファミリーケータイ,Huawei,ファーウェイ・テクノロジーズ,2013/9/13,W-CDMA,Qualcomm Snapdragon MSM8225 1GHz  dual core,512MB,4GB,150,4,TFT液晶,800×480,"16,777,216",-,N,N,N,N,N,N,N,N,N,2013/9/17,,,,,,,,,,,,
SoftBank,204SH,シンプルスマホ,SHARP,シャープ,2013/5/10,3G HIGH SPEED,Qualcomm Snapdragon S2 MSM8255 1.4GHz,1GB,4GB,130,4,Super LCD3,800×480,"16,777,216",-,N,Y,Y,Y,N,Y,N,N,Y,2016/12/14,,,,,,,,,,,,
SoftBank,205SH,AQUOS PHONE ss,SHARP,シャープ,2013/6/21,W-CDMA,Qualcomm Snapdragon MSM8960 1.5GHz,1GB,8GB,119,4,TFT液晶,854×480,"16,777,216",-,Ｙ,Ｙ,Ｙ,Y,N,Ｙ,N,Ｎ,Ｙ,2013/6/24,,,,,,,,,,,,
SoftBank,206SH,AQUOS PHONE Xx,SHARP,シャープ,2013/6/28,W-CDMA,APQ8064T 1.7GHz （Quad Core）,2GB,32GB,130,4,S-CGSilicon液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2013/7/2,,,,,,,,,,,,
SoftBank,301F,ARROWS A,FUJITSU,富士通モバイルコミュニケーションズ,2013/12/6,W-CDMA,MSM8974 2.2GHz （Quad Core）,2GB,64GB,154,5,TFT液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2014/1/27,,,,,,,,,,,,
SoftBank,302SH,AQUOS PHONE Xx,SHARP,シャープ,2013/12/6,W-CDMA,MSM8974 2.2GHz （Quad Core）,2GB,32GB,147,5.2,S-CGSilicon液晶,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2014/1/27,,,,,,,,,,,,
SoftBank,303SH,AQUOS PHONE Xx mini,SHARP,シャープ,2014/2/21,W-CDMA,MSM8974 2.2GHz （Quad Core）,2GB,16GB,117,4.5,IGZO,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2014/2/26,,,,,,,,,,,,
SoftBank,304SH,AQUOS Xx,SHARP,シャープ,2014/5/23,W-CDMA,MSM8974AB 2.3GHz（Quad Core）,2GB,32GB,137,5.2,IGZO,1920×1080,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2014/5/26,,,,,,,,,,,,
SoftBank,305SH,AQUOS CRYSTAL,SHARP,シャープ,2014/8/29,W-CDMA,MSM8926 1.2GHz（Quad Core）,1.5GB,8GB,140,5,S-CGSilicon液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,N,N,N,N,2016/10/26,,,,,,,,,,,,
SoftBank,401SH,シンプルスマホ2,SHARP,シャープ,2014/11/28,W-CDMA,MSM8926 1.2GHz（Quad Core）,1.5GB,8GB,132,4.5,S-CG Silicon液晶,1280×720,"16,777,216",-,Y,Y,Y,Y,N,Y,N,N,Y,2016/9/14,,,,,,,,,,,,
SoftBank,401SO,Xperia Z3,SONY,ソニーモバイルコミュニケーションズ,2014/11/21,W-CDMA,MSM8974AC 2.5GHz（Quad Core）,3GB,32GB,154,5.2,TFT液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2014/11/26,,,,,,,,,,,,
SoftBank,402SH,AQUOS CRYSTAL X,SHARP,シャープ,2014/12/19,W-CDMA,MSM8974AB 2.3GHz（Quad Core）,2GB,16GB,157,5.5,S-CG Silicon液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,N,2015/6/29,,,,,,,,,,,,
SoftBank,402SO,Xperia Z4,SONY,ソニーモバイルコミュニケーションズ,2015/6/12,W-CDMA,Qualcomm MSM8994 Octa Core 2.0GHz（Quad） + 1.5GHz（Quad）,3GB,32GB,144,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2015/9/29,,,,,,,,,,,,
SoftBank,402ZT,BLADE Q+,ZTE,ZTEコーポレーション,2015/4/24,W-CDMA,MSM8916 1.2GHz（Quad Core）,1GB,8GB,139,4.5,TFT液晶,854×480,"16,777,216",-,N,N,Y,Y,N,N,N,N,N,2016/10/26,,,,,,,,,,,,
SoftBank,403SH,AQUOS CRYSTAL 2,SHARP,シャープ,2015/7/17,W-CDMA,MSM8926 1.2GHz（Quad Core）,2GB,16GB,153,5.2,S-CG Silicon液晶,1280×720,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2015/9/29,,,,,,,,,,,,
SoftBank,404KC,DIGNO U,KYOCERA,京セラ,2015/2/27,W-CDMA,MSM8916 1.2GHz（Quad Core）,1GB,8GB,146,5,TFT液晶,960×540,"16,777,216",-,Y,N,Y,Y,N,N,N,N,Y,2016/10/26,,,,,,,,,,,,
SoftBank,404SC,Galaxy S6 edge,SAMSUNG,サムスン電子,2015/5/29,W-CDMA,Exynos7420 2.1GHz + 1.5GHz（Octa Core）,3GB,-,132,5.1,有機EL,2560×1440,"16,777,216",-,Y,N,Y,Y,Y,Y,N,N,N,2015/9/29,,,,,,,,,,,,
SoftBank,404SH,AQUOS Xx,SHARP,シャープ,2015/6/26,W-CDMA,MSM8994 2.0GHz + 1.5GHz（Octa Core）,3GB,32GB,168,5.7,S-CG Silicon液晶,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2015/9/29,,,,,,,,,,,,
SoftBank,501KC,DIGNO ケータイ,KYOCERA,京セラ,2016/2/26,W-CDMA,MSM8909 1.1GHz（Quad Core）,1GB,8GB,130,3.4,TFT液晶,854×480,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2016/3/1,,,,,,,,,,,,
SoftBank,501SH,AQUOS ケータイ,SHARP,シャープ,2015/12/4,W-CDMA,MSM8909 1.1GHz（Quad Core）,1GB,8GB,124,3.4,TFT液晶,960×540,"16,777,216",T,N,Y,Y,N,N,Y,N,N,Y,2015/12/8,,,,,,,,,,,,
SoftBank,501SO,Xperia Z5,SONY,ソニーモバイルコミュニケーションズ,2015/10/29,W-CDMA,MSM8994 2.0GHz + 1.5GHz（Octa Core）,3GB,32GB,154,5.2,トリルミナスディスプレイ for mobile,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2015/11/2,,,,,,,,,,,,
SoftBank,502SH,AQUOS Xx2,SHARP,シャープ,2015/11/20,W-CDMA,MSM8992 1.8GHz（Dual Core） + 1.4GHｚ（Quad Core）,3GB,32GB,150,5.3,IGZO,1920×1080,"16,777,216",-,Y,N,Y,Y,N,Y,N,N,Y,2015/11/25,,,,,,,,,,,,
